,Unnamed: 0,name,year,score,voters_count,plot
11988,11988, The Hanging Garden,1997,6.9,3.1K,"William, a once obese and depressed adolescent, is able to move past his teenage years when he moves to the city and comes out as being gay. When he returns home though, he can't cope with his memories."
11989,11989, Bal-Can-Can,2005,7.7,2.8K,"A Macedonian military deserter and his Italian blood-brother are searching for a dead grandmother wrapped up in a stolen carpet, all over the Balkan's criminal underworld."
11990,11990, Ancient Tale: When the Sun Was God,2003,5.5,1.4K,"In the 9th century, a tyrant oppresses pre-Christian Slavic tribes living on the Polish lands. They must unite for the common future."
11991,11991, Breaking News,2004,6.7,5.8K,"After a disastrous failure to stop a robber gang, the police attempt to redeem themselves through a series of publicity stunts and shootouts."
11992,11992, Why Does Herr R. Run Amok?,1970,7.2,2.9K,"With slicked-down hair and three-piece suits, dependable Herr Raab is a technical draftsman. He gets along with his colleagues although his boss wants him to go beyond technical cleanliness to problem solving. He's a dutiful husband; his wife's a social climber and pushes him to seek a promotion, but they also share sweet moments. He's a caring father, helping his son with homework. His parents visit; his mother criticizes his wife. Old School friends drop by, as do neighbors. Some comment on Raab's wife's expensive tastes. His promotion may be a long shot, especially after he gives a dull and tipsy toast at an office dinner. But why would Herr Raab run amok?"
11993,11993, The Children of the Marshland,1999,7.4,3.1K,"A chronicle of a group of friends in rural France between the wars. Garris and Riton live in the marshlands along the banks of the Loire river. Riton is afflicted with a bad-tempered wife and three unruly children. Garris lives alone with his recollections of World War I trenches. Their daily life consists of seasonal work and visits from their two pals: Tane, the local train conductor and Amédée, a dreamer and voracious reader of classics. Meanwhile, Garris is overwhelmed by an unspoken love for a housemaid in the town, Marie."
11994,11994, Black and White,1999,5.1,1.3K,"Thriller starring Gina Gershon as hard-edged, experienced cop Nora 'Hugs' Hugosian, who is assigned a new partner--rookie cop Chris O'Brien (Rory Cochrane)--to help her with the serial-killer case she is working on. The two begin a passionate affair, but it isn't long before Chris has suspicions about Nora's real involvement with the murders."
11995,11995," Slunce, seno, erotika",1991,5.3,1.1K,A mixed group of Czech tourists takes a fun-filled coach tour of sunny Italy.
11996,11996, Death Trance,2005,5.7,1.9K,"An unknown time. An unknown place. Without reasons. With no future. His only desire is - Destruction. I'ts good versus evil, and the awakening of an unlikely hero with ultra-kinetic action to create the ""action"" spectacle of the year."
11997,11997, Eldorádó,1988,7.7,1.1K,Sandor Monori thinks that he can buy everything with his gold. The story takes place after the II. World War at the famous Teleki ter where he is the King of the market.
11998,11998, The Illumination,1973,7.1,1.9K,"Tabloid life of a physicist; his work, his love life and his quest for the meaning beyond."
11999,11999, Martin Lawrence Live: Runteldat,2002,5.4,1.8K,"After undergoing a number of personal crises, a stand-up comic returns to the stage for a one-man show featuring stinging social commentary and very personal reflections about his life."
12000,12000, Tatar Ramazan,1990,7.9,3.4K,The story of a fearless man Tatar Ramazan who believes justice in his own way.
12001,12001, The Return of the Jonsson League,1986,6.2,3.8K,"Criminal trio strike at furniture store, discover a secret network for shipping computers to the Soviet Union."
12002,12002, Siam Sunset,1999,6.4,1.3K,A British man with a peculiar curse goes on a low-rent bus tour in Australia.
12003,12003, Días de fútbol,2003,6.2,3K,A group of 30-year-old friends tries to change their sad existence by setting up a football team like when they were young to see if they finally win something in their lives.
12004,12004, Dark Spells,2004,3.0,3.9K,"A group of archeologists are determined to make digs on a ghost town to find an old book, ignoring that the town is cursed due to events occurred about seven hundred years ago. An evil spirit comes to haunt this team..."
12005,12005, Neseli Günler,1978,8.7,12K,A mid-aged couple with 6 kids who are running a pickle shop gets divorced with 3 kids each. The family members find each other years later with a funny story.
12006,12006, Beg,1971,7.8,1.3K,"The defeat of the ""White Army"" in the Russian Civil War of 1918-21, causing massive emigration of the upper classes and nobility, called ""White Russians"". Set in Crimea, Constantinopol and Paris. The Russian Civil War and emigration is shown through the eyes of the defeated Tsarist Generals - Vrangel, Khludov, Charnota, as well as intellectuals and aristocracy. Amidst the chaos of emigration rough generals Khludov and Charnota become involved in the unfolding love story of professor Golubkov and Serafima. While General Khludov is having hallucinations about the Civil War, General Charnota is more tough and practical. He goes to Paris to frame a wealthy Russian tycoon Korzukhin to support his former wife Serafima and other suffering Russian emigrants."
12007,12007, Wolf Guy,1975,6.3,1.1K,A man with a special power attempts to help a cursed woman.
12008,12008, Saajan,1991,7.2,7.5K,A poet (Sanjay Dutt) and his best friend (Salman Khan) fall in love with the same woman (Madhuri Dixit).
12009,12009, Rowing with the Wind,1988,5.8,1.1K,"Lord Byron, poet Percy Shelley, his future wife, Mary Shelley (writing Frankenstein) and others spend the summer of 1816 together."
12010,12010, Little Athens,2005,5.4,1K,"Jimmy takes his dead drug dealer's cash and must unload it and dodge his associates. At a massive house party in the heart of Little Athens, everyone is about to face the consequences of their reckless pursuit of sex, money and acceptance."
12011,12011, Ask Me If I'm Happy,2000,7.1,6.9K,"Giacomo meets Giovanni, his former best friend with whom he quarreled three years before. Giovanni persuades him to go visit their third friend Aldo, who is dying in Sicily; flashbacks tell their story: Aldo was the phantom in operas, Giacomo was dubbing films in which he only made noises, and Giovanni worked as a living department-store mannequin. Unsatisfied with their careers, they try to stage their own show but women troubles separate them."
12012,12012, Tesna koza 3,1988,7.7,1.9K,"Dimitrije Pantic loses his suitcase with business projects in an overcrowded bus, only to find a similar one - yet full of foreign currencies. This money turns his life upside down, but it also influences other people's ambitions."
12013,12013, I Like,2005,7.0,1.2K,"A high school student named Yu has a crush on one of her classmates, Yosuke. The boy spends most of his time sitting outside and playing his guitar, and Yu sits nearby and listens. One day, however, a terrible tragedy occurs, and the two do not see each other again for many years."
12014,12014, The Prize of Peril,1983,6.6,1.3K,"In a futuristic society, contestants pit their survival skills against each other in a fight to the death for cash prizes, and the contest is aired live on television."
12015,12015, Amma Nanna O Tamila Ammayi,2003,7.4,1K,"A former kick-boxer, after death of his wife, trains his son who hates him for boxing match for revenge on his former student."
12016,12016, Stickmen,2001,6.6,1.5K,Three young men unwittingly become involved in an underground pool tournament.
12017,12017, Stratosphere Girl,2004,6.3,1.4K,"Enter a dark, dangerous world where the lines between reality and fantasy are blurred. Angela is 18, a stunning Dutch blonde, a comic illustrator, and bored with life. Eager for adventure, she moves to Tokyo to become a bar hostess for Asian men who like Western women. An innocent in this sexual underworld, she confronts sleazy customers, jealous co-workers and a mystery: the disappearance of a former hostess. As she discovers clues, she sketches them out in comic-strip style, and slowly begins to confuse what she knows with what she draws."
12018,12018, Tough Luck,2003,6.1,1K,"A tense and intricate web of deceit and betrayal entangles Archie, a wandering grifter who is hired by a traveling carnival owner to murder his beautiful wife."
12019,12019, Rockford,1999,7.4,1.4K,The movie chronicles the arrival of a (Hindu) student to a strict all-boys Christian boarding school in India and his assimilation into the school. The change is quite dramatic to the protagonist and there are a lot of events that would look extremely abusive to the viewer.
12020,12020, Nemesis Game,2003,5.4,2.3K,An introspective university student with an unhealthy interest in riddles and puzzles becomes involved in a sinister mind game that results in murder.
12021,12021, Grandi magazzini,1986,5.6,1.8K,A series of vignettes set in a huge shopping mall.
12022,12022, Braca po materi,1988,7.9,1.3K,"This story about two maternal half-brothers, a Croat and a Serb. Although they never met, and both lose their loved ones in ethnic clashes, there is a bond between them. Filmed in 1988, ""Braca po materi"" prophetically forsees the war that would engulf former Yugoslavia three years later."
12023,12023, General Idi Amin Dada: A Self Portrait,1974,7.4,2K,A documentary on the military dictator of Africa's Uganda.
12024,12024, 3 Blind Mice,2003,4.2,1.2K,"Thomas snoops on people using their web cams, but when he witnesses a murder he calls the police who discover several women have been murdered in the last years in a similar way."
12025,12025, Valentin,2002,7.5,4.5K,"An 8-year-old boy, raised by his grandmother, is surrounded by problems in his family he finds only himself capable of solving."
12026,12026, I Enjoy the World with You,1983,7.7,1.5K,"Three middle-aged men go for a vacation with their children and learn to cope with their needs without their wives. Quickly, they plan to exhaust the kids to have some time off, but nothing really works out as planned."
12027,12027, Rossini,1997,6.4,2.4K,"Jakob Windisch has written THE number one bestselling novel. Since he is very shy, no-one has seen him except Uhu Zigeuner who is the designated director of the film adaption. Zigeuner is on the hunt for the woman of his dreams, a woman who should also play the main role in the film. Meanwhile, ruthless producer Oskar Reiter wants to buy the film rights at all costs - and he is struggling for the love of the beautiful Valerie. These and a lot more egos meet every night in a restaurant called ""Rossini"" where everybody must go so that everybody else sees them."
12028,12028, The Home and the World,1984,7.5,1.9K,"When the movie opens, a woman is recalling the events that molded her perspective on the world. Years ago, her husband, a wealthy Western-educated landowner, challenged tradition by providing her with schooling, and inviting her out of the seclusion in which married women were kept, to the consternation of more conservative relatives. Meeting her husband's visiting friend from college, a leader of an economic rebellion against the British, she takes up his political cause, despite her husbands warnings. As the story progresses, the relationship between the woman and the visitor becomes more than platonic, and the political battles, pitting rich against poor and Hindu against Moslem, turn out not to be quite as simple as she had first thought."
12029,12029, Sommer vorm Balkon,2005,6.9,2.9K,"A tragicomic movie which focuses on two women and their daily struggle for survival during a summer in Berlin. Katrin, a jobless single mom, and Nike, a nurse, live in the same house and are best friends. Although always dating the wrong men and still pursuing for happiness, they don't lose their humor and spend many nights together on Nike's balcony, drinking and chatting. However, Nike gets to know the trucker Ronald one day..."
12030,12030, Priyamudan,1998,8.4,2.6K,"Vasanth, a wealthy businessman, falls in love with Priya during his visit to Rajasthan. To woo Priya, he impersonates a man named Vasanth Kumar who had saved her life before."
12031,12031, Chutney Popcorn,1999,5.8,1.2K,"Reena is a young, gay Indian-American woman who lives and works in New York. Her sister Sarita, who is married, discovers that she is infertile. Reena offers to be a surrogate mother for her sister's baby, hoping to improve her relationship with their mother, who disapproves of Reena's sexual orientation. Reena has second thoughts when her girlfriend Lisa feels left out."
12032,12032, La confusion des genres,2000,6.3,1.1K,"No wonder Bisexual Attorney Alain is confused. He's bedding his female boss, his guilty of murder client, the client's hairdresser girlfriend and a precocious boy who knows what he wants and tries to convince Alain that 'he can have it all'."
12033,12033, Piñero,2001,6.2,1.4K,"Miguel Pinero's creative and turbulent life was cut short at age 40: a Tony Award nominee who did time at Sing-Sing, a volatile urban poet whose work is recognized as a precursor to rap and hip-hop, and a writer of hit TV shows."
12034,12034, Man - Woman Wanted,1973,7.5,2.5K,Falsely accused Warsaw art museum assistant goes into hiding as a woman.
12035,12035, Ringeraja,2002,6.4,1K,"Two brothers of completely different behavior, an ex-mob and a goody-goody, pay their visit to grotesque family of the mob's old flame, in order to improve her stand about him and win her heart again."
12036,12036, The Old Man Who Read Love Stories,2001,6.5,1.4K,A man is forced to confront a dangerous female jaguar and his own past through the sacrificial killing of the beast he has grown to love.
12037,12037, The Longest Nite,1998,7.2,2.4K,"A corrupt cop named Sam handles negotiations between two Triad leaders who plan to join forces. However, he meets a suspicious bald man named Tony, who keeps following him around and disrupting his personal business."
12038,12038, Otobüs,1975,7.4,2.2K,"A group of illegal immigrants are brought to Stockholm in a bus by a smuggler who takes all their money and passports, and then runs away."
12039,12039, Throttle,2005,5.0,1.1K,"Every day, millions of people descend into underground parking garages, get into their cars and drive to the safety of their homes. But tonight, five levels down in a deserted corporate parking structure, financial analyst Tom Weaver won't be going home. After finishing a late night business deal, Tom arrives at section E5 of the garage only to discover his car won't start. Worse yet, the elevators are shut down and every stairwell has been locked. Trapped in the bowels of the garage, Tom realizes he's not alone. Something else is down here. Watching. Waiting. A monstrous 6000 lb Truck whose driver sits hidden behind a veil of tinted glass. A lethal killer with only one agenda: Not letting Tom get out alive. Over the next six hours, a terrifying game of cat and mouse ensues, testing Tom's will to survive and rattling his sanity. He must outwit his pursuer while trying to figure out who wants him dead: Has his business partner Gavin turned on him and could his wife Molly part of the plan? Or is it simply a case of extreme road rage after he cut someone off earlier in the day? As he fights his way to the surface, discovering horrifying new clues on each level of the garage, Tom realizes the Truck Driver is playing for keeps. Either he outsmarts the mysterious killer behind the wheel... or he won't live to see the light of day. E5 is an unrelenting paranoid suspense thriller that turns an everyday situation into a terrifying nightmare. Parking your car will never be the same again."
12040,12040, Scratch,2001,7.8,2.9K,"The story of the hip-hop DJ from the birth of hip-hop to the invention of scratching and ""beat-juggling"" vinyl, to the more recent ""turntablism"" movement. Underdogs and virtuosos who have radically changed the way we hear and create music."
12041,12041, Block C,1994,6.1,3.5K,"Tulay, a restless woman whose marriage is slowly disintegrating sets out to come to terms with various traumas while continually being watched by Halit, a resident in her apartment complex."
12042,12042, The Shame,1982,8.0,1.2K,"There are hidden aspects of the depths of human beings,So that the doctor appear in the form of the patient's dysfunctional, a man of the law appear in the form of mercenary of the Sacred, the pious parent works in Drugs , and the ignorant uneducated son appear as the authoritarian leader."
12043,12043, Mad Mission 3: Our Man from Bond Street,1984,5.8,1.1K,A master thief is duped by lookalikes for James Bond and the Queen of England into stealing a valuable gem from a heavily guarded location then must help the police recover it.
12044,12044, No More School,2000,6.4,3.5K,"The last weeks of school have begun; before graduation, the boys catch their last chance to really have fun with friends and all the girls. From the life of a group of school pupils in a small town- the last days before real life begins"
12045,12045, Lakeer: Forbidden Lines,2004,4.7,1.1K,Karan's love for Bindiya turns into a deadly obsession after he learns that she is in love with her fellow classmate Saahil.
12046,12046, Tears of the Black Tiger,2000,6.9,2.9K,"With its loud acting style, exuberant sets and stunning shots in pastel colours, this Thai cult film is as much a parody as an homage to the Western and the romantic tearjerker."
12047,12047, Als je begrijpt wat ik bedoel,1983,7.4,1.6K,"Bumble the Bear (Olivier Bommel) finds an egg that, it turns out, has a cute little dragon in it. However, this dinosaur grows huge every time it is upset. As this causes a lot of problems, Ollie Bommel has to face a difficult dilemma."
12048,12048, Deadly Maria,1993,7.0,1K,A woman is trying to escape from a depressing life position.
12049,12049, Just Write,1997,6.1,1.1K,A Hollywood tour bus driver poses as a screenwriter to romance an up-and-coming young actress.
12050,12050, Tight Skin 4,1991,7.5,1.7K,"On the 35th anniversary of his company, Dimitrije Pantic gets a plaque and watch as a present instead of well-deserved promotion he was hoping for. Meanwhile, his highly corrupt boss Srecko Sojic plans to ruin the company with his business partners and sell it on auction, which would provide him with money. For being a ""troubled element"", Pantic loses his job at the company and finds a new one as a private detective, accidentally discovering Sojic's intentions on the first day of work."
12051,12051, Silence Becomes You,2005,4.1,1.6K,"The tale of two sisters, bound by more than blood, who bring home a man on a dare, only to see the situation spiral out of control."
12052,12052, Commandments,1997,5.5,1.7K,"His wife dies, his house destroyed, gets fired and his dog struck by lightning, when he shouts ""Why?"" at God. He decides to break all ten commandments. He moves in with his sister-in-law and cheating reporter husband."
12053,12053, Jönssonligan på Mallorca,1989,5.9,4K,"Vanheden and Dynamit-Harry, together with Harry's fiancée Doris, are in Mallorca while Sickan is still in Stockholm. However, Wall-Enberg talks him into doing a break-in at Las Palmas cathedral in Mallorca. Once persuaded, he can't resist the temptation and travels to Mallorca as well. However, Wall-Enberg obviously can't be trusted. Sickan is framed, caught and put in jail. While being escorted home to Sweden again, Vanheden and Harry sets up a plan to break him free. Sickan, once free, wants payback. The gang discover that an antiques dealer called Germann has something to do with the whole thing and that she's also collaborating with Wall-Enberg. The gang then decide to take a closer look at her and her antiques and they discover that there's a heist being planned against the cathedral in Palma."
12054,12054, Mother and Son,1997,7.3,4.2K,A man goes for a walk through the countryside with his dying mother.
12055,12055, Royal Tramp,1992,7.1,4.1K,"A jester is accidentally recruited by a cult leader to spy on a young and inexperienced Chinese emperor. Things don't go according to plan, and he ends up working for multiple opposing sides while trying to survive the madness."
12056,12056, Aashiqui,1990,6.3,2K,"Rahul and Anu fall in love with each other, but before they unite, they have their own problems to deal with."
12057,12057, Laadla,1994,5.8,1.4K,"The headstrong owner of a factory, Sheetal, marries Raju, the union leader of the factory, to quell his spirit and teach him a lesson. In the process, she ends up learning a few lessons herself."
12058,12058, King Uncle,1993,5.2,3.1K,"When a runaway orphan ends up at the house of a cruel millionaire, she decides to alter his perception of the world."
12059,12059, Ghatak: Lethal,1996,7.5,4.2K,"Unable to witness the injustice and brutality inflict on the residents by a tyrannical gangster, Katya, in a small Indian village in India; Kashinath alias Kashi decides to single-handily take a stand to fight for his and the villagers rights. What follows is a series of violence and unlawful activities which not only endanger the life of those very villagers but also that of Kashi's love ones."
12060,12060, Everyday People,2004,6.5,1.3K,The closing of a local restaurant concerns a number of employees who've dedicated their lives to the eatery.
12061,12061, Vacanze di Natale,1983,6.1,1.6K,"Christmas holidays on the snow of Cortina D'Ampezzo. Mario, a guy from Rome who has little money, falls in love with American Samantha, the girlfriend of hypochondriac Roberto. Billo, a singer and playboy, encounters Ivana, who is now married to wealthy Donatone but had a fling with Billo in the past, and he wants another chance at lighting the flame."
12062,12062, Kebab Connection,2004,6.6,5.2K,"In Hamburg, Ibrahim ""Ibo"" Secmez, of Turkish descent, wants to direct the first German kung-fu movie. For now he makes commercials for his uncle's kebab restaurant. When Titzie, Ibo's aspiring-actress girlfriend, finds out that she's pregnant, Ibo's uncertainty about fatherhood is compounded by his own father's disowning him for getting a German girl pregnant--so Titzie sends him packing. He makes attempts at getting it right, but as the birth approaches, he's still not ready. In the background are three thugs in search of good tripe soup and a Capulet-Montague feud between the kebab joint and the Greek taverna across the street. Can Ibo be the glove upon that hand?"
12063,12063, Diplomatic Siege,1999,3.9,1.6K,"Terrorists take over the US embassy in Bucharest, executing one hostage every hour until a war criminal is released. Plus - 2 specialists are there trying to disarming a secret nuclear bomb."
12064,12064, Familia,1996,7.2,1.6K,"Santiago wakes up like any other morning. He goes down to the kitchen and his whole family is waiting for him: it's his birthday. They all sing ""Happy Birthday to You"" and give him presents. But when he opens the present of his youngest son, he gets angry and says he doesn't like it. The boy starts crying and saying that he loves him, but Santiago answers that he doesn't believe him and he tells the boy that he is fired and that he wants another son, who is thinner, who doesn't need glasses and who resembles him more."
12065,12065, Outrageous!,1977,6.9,1K,A story about a female impersonator who rooms with a pregnant schizophrenic.
12066,12066, Death in Granada,1996,6.1,1K,"A journalist starts an investigation into the disappearance of famed poet and political agitator, Garcia Lorca, who disappeared in the early days of the Spanish Civil War in the the 1930's."
12067,12067, Devil's Island,1996,7.2,1.1K,"The story of families living in barracks, left by the US Army in Reykjavik at the conclusion of World War II."
12068,12068, All Stars,1997,7.1,3.1K,"Leading up to their 500th match, the late twenty-something members of a Dutch amateur soccer team have their intimate bond put to the test as they each find themselves facing increasing responsibilities off the pitch."
12069,12069, The Chaos Class Is on Vacation,1978,8.6,19K,Hababam Sinifi (The Chaos Class) continue to their adventures. Now first female students of the school history joins to the class and all Hababam Sinifi fight each other for them at first but later they understand that female students are trouble as much as Hababam Sinifi and played with them so they decide to fight against that girls.
12070,12070, Same Old Song,1997,7.3,4.5K,A musical story about how people find their love on the streets of beautiful Paris.
12071,12071, La escopeta nacional,1978,7.3,2.2K,"Jaume Canivell, Catalan manufacturer of mechanical porters, accompanies his lover on a hunt to relate to important people. The farm where it is organized is full of strange characters."
12072,12072, The Polish Bride,1998,7.1,1.4K,"Polish deceived woman hides from pimps on a Dutch farm, and shares an intriguing romance with the farmer."
12073,12073, Bichunmoo,2000,6.1,2.8K,"A sweeping, epic tale of a martial arts warrior who attempts to defy a kingdom to be with his love."
12074,12074, Caterina in the Big City,2003,6.8,3.2K,"Caterina, forced to leave her small town at the age of thirteen, faces the complications of living in the big metropoly of Rome."
12075,12075, Hitman's Run,1999,4.2,3.3K,"After double-crossing the crime family he used to work for, a hit man must enroll in the Witness Protection Program. Unfortunately, he isn't very well protected."
12076,12076, Doktor Civanim,1983,6.9,4.1K,Kemal who is a servant in a hospital in Istanbul returns to his village. He presents himself as a doctor and starts to treat people free.
12077,12077, Winter Solstice,2004,6.0,1.5K,"In this suburban drama, a widower confronts his older son's decision to leave home and his younger son's self-destructive behavior."
12078,12078, Guys and Balls,2004,6.7,1.9K,"After their most recent loss, a soccer team discovers its goalie is gay and casts him out. He retaliates by bringing back an all-gay team for a game to prove who's better."
12079,12079, Godforsaken,2003,7.1,5K,"Two small-town Dutch boys have such a close socially unnatural friendship that they care nothing for human or divine rules and lose all grip on reality, sliding into violent crime."
12080,12080, Julie Walking Home,2002,6.3,1.1K,A desperate mother (Miranda Otto) in the midst of a failing marriage travels to Poland in search of a mysterious man rumored to have miraculous healing powers in this fantastic romantic drama.
12081,12081, Fantozzi 2,1976,7.7,4.5K,The frustrating adventures of a humble employee who spends all of his time fulfilling his bosses' wishes and desires.
12082,12082, Under the Flag of the Rising Sun,1972,8.0,1.2K,One woman's search to find the truth about her husband's death in World War II.
12083,12083, Last Known Address,1970,6.9,1.9K,"Police inspector Léonetti, a tough, efficient policeman, has been sent to a second-rate police station after being reprimanded. There he is given a partner, young and beautiful Jeanne Dumas. The duo are soon assigned a very difficult mission: to find a man whose evidence is instrumental in convicting a murderer. They start searching throughout Paris..."
12084,12084," The Legend of Al, John and Jack",2002,6.5,5.1K,"Al Caruso, John Gresco and Jack Amoruso are three gangsters working for the Genovese family. However, their efforts are more than headache-inducing, and when they are given one last chance to protect the boss's aunt, she is accidentally killed and the three men are sentenced to death. They come up with a plan to sell the boss to the police and the FBI. However, Al suffers from short-term memory loss and has to be told the story by John and Jack."
12085,12085, Fuck,2005,7.0,4.4K,"A documentary on the expletive's origin, why it offends some people so deeply, and what can be gained from its use."
12086,12086, Thaniyavartanam,1987,8.8,3.1K,"A school teacher living in a village belongs to a family with a history of lunatic males, and soon he falls prey despite being normal due to society misinterpreting his actions."
12087,12087, La petite Lili,2003,6.2,1.8K,"A group of cinematic spend a holiday in the French countryside. The film provides insight in their relationships, including that between a young man and a local girl, Lili. She uses the opportunity to work her way into the cinematic world, and for which she swaps her young friend for his mother's lover. This settled filmmaker takes Lili on a trip to Paris. A few years later the young man has become a filmmaker himself. His first film is inspired by the mentioned holiday. Lili, by now an actress, learns about it and works herself in a refined way into its cast. Ending up as the star of this production. No more than that, for the young filmmaker remains faithful to his wife and young daughter."
12088,12088, Something Big,1971,5.7,1.1K,A man kidnaps the wife of a cavalry commander in order to exchange her for a Gatling gun that's being sold by a gun runner.
12089,12089, Le sauvage,1975,6.5,2.1K,"Martin lives alone on a Caribbean island. On an excursion to the port city, he helps Nelly, who has fled from her groom."
12090,12090, Densha otoko,2005,6.7,2.4K,"The supposedly true story of a 23-year-old otaku (Japanese geek) who intervenes when a drunk man is harassing several women on a train. The otaku ultimately begins dating one of the women, and posts on a website asking for advice every step of the way."
12091,12091, Junk,2000,5.5,1.2K,A team of jewel thieves are caught between a yakuza gang and a mass of zombies when they enter an abandoned factory once used as a site for secret experiments by the U.S. military.
12092,12092, Thillu Mullu,1981,8.5,3.7K,"Chandran , a young man fools his boss and attempts to woo his boss' daughter."
12093,12093, World Traveler,2001,5.3,1.3K,After hitting the road a man encounters characters that make him realize the importance of family.
12094,12094, Wesele,2004,7.7,4.8K,"A wealthy small-town wiseguy organizes the wedding party for his daughter. As the party begins, unexpected events start to occur and disturb the party for the hosts and guests alike."
12095,12095, North Star,1996,4.8,1.4K,"Set during the Alaskan gold rush of the late 1800s. In his efforts to gain control of a small mining town, Sean McLennon is buying up every mining claim that becomes available, usually after the deaths of the previous owners at the hands of McLennon's ""assistants"". One of the miners targeted by McLennon, a half-Indian hunter named ""Hudson Saanteek"", manages to escape his hired thugs, and comes back into town looking to re-establish his claim and get revenge. McLennon and his men have the advantange of numbers and weapons, but Saanteek has his survival skills, and knowledge of the Alaskan wilderness."
12096,12096, The Agronomist,2003,7.4,1K,"The true story of Jean Dominique, a Haitian radio journalist and human rights activist."
12097,12097, Pupendo,2003,7.2,1.5K,"A bittersweet comedy set just prior to 1984, during the era of 'practical socialism'. For political reasons, Bedrich Mára (Bolek Polívka) has had to give up teaching at Prague's Academy of Art. He is not allowed to exhibit and has been pushed to the sidelines of interest and lucrative commissions. He and his ceramicist wife (Eva Holubová) and two sons live in a small apartment on the outskirts of Prague. Míla Brecka (Jaroslav Dusek), the school principal, and his family stand in stark contrast to the Máras. Comrade Míla and his ambitious wife (Vilma Cibulková), Bedrich's fellow student from the Academy, have gone with the socialist flow for years. They find justification for their behavior in the usual words: 'Someones got to swim along with them to make things better; someones got to make that sacrifice!'"
12098,12098, Roberto Succo,2001,6.6,1.3K,"'Kurt' claims to be a sales rep. He also claims to be English in spite of his heavy Italian accent. Kurt is an habitual liar and a dangerous driver, at the very least. In the south of France he meets Léa, age 16. Between his increasingly strange dates with Léa, Kurt engages in a number of armed robberies, some successful, some not... The police are perplexed by a series of crimes including disappearances and a murder. They conclude that they are dealing with a madman... After he proposes, Léa breaks up with Kurt. The attempt to find a new girlfriend leads to a shooting by Kurt, now calling himself André. Léa's information identifies Kurt/André as Roberto Succo, psychiatric patient and parental murderer. The police hunt for Roberto covers three countries."
12099,12099, Legendary Weapons of China,1982,6.9,1.8K,"A band of killers from an ailing kung fu and magic society are sent on a manhunt for a former member of the society, whose bad mouthing threatens its existence."
12100,12100, Love Ke Liye Kuch Bhi Karega,2001,6.0,1.8K,"Desperate for money, three men plot to kidnap a woman and hold her for ransom."
12101,12101, El amor perjudica seriamente la salud,1996,6.5,1.8K,"Two young people meet in the 60's as a result of their devotion to John Lennon, and have a recurring relationship during the next thirty years at the oddest of moments, in the most diverse places, and during very important moments that defined several decades. Pay attention as one couple of younger actors alternate with the other couple of older actors to recreate this 30 year span in this Spanish-French comedy."
12102,12102, S certy nejsou zerty,1985,8.0,1.3K,"Petr's greedy stepmother steals everything from her stepson. Meanwhile, Petr meets two daughters of a local duke. He falls in love with one of them, but she is very proud and Petr means nothing to her. The second daughter Adelka is kind and humble and falls in love with Petr. Petr meets a devil and together they decide to punish the evil ones."
12103,12103, Dhaai Akshar Prem Ke,2000,3.5,1.5K,"Karan Khanna is an orphan and a captain in the Rajputana Armed Forces. He's madly in love with beautiful model Nisha, with whom he plans to tie the knot during his next leave. On the way to Nisha and their life together he bumps into Sahiba Grewal (Aishwarya Rai) who is an eye-witness to a murder and a girl on the run. Paranoid and panic-stricken, she finds an unexpected savior in Karan who rescues her from a group of criminals and stops her from taking her life. Slowly, Sahiba confides in Karan about her painful past and not-so-pretty future. Sahiba is the daughter of the stern and stony-faced patriach, industrialist Yagvendra Grewal who wants to see her settle down with the very suitable son of his friend, Rai Bahadur. Unwilling to get tied down too soon with a stranger, Sahiba lies to her family telling them she got married while studying in the city and is now terrified of returning to Palanpur without a husband. Karan chivalrously offers to make the trip home with her and tell her father that she was forced to lie to him to avoid an early marriage. Along the way, Sahiba falls in love with Karan but he is still starry-eyed about his model. They arrive in Palanpur and Karan soon endears himself to Sahiba's extended family that includes her father, his three younger brothers, their wives and Biji, Sahiba's doting grandmother. Only Yagvendra refuses to accept his son-in-law, who he is convinced is after Sahiba's crores. Karan, who's never had a family of his own, is easily drawn into the warmth surrounding him and life is fine till one of Sahiba's aunts mistakenly assumes that Sahiba's expecting and spreads the word around. Suddenly, even Sahiba's grim father is grinning and life's a bed of roses again for Sahiba, who begs Karan not to leave her ever. Karan on his part finds himself falling in love with his enchanting wife-who-isn't and scared of a future he hasn't planned for, slinks off into the night to meet Nisha. But Nisha is already married and convinces him that Sahiba is his true love and he should return to Palanpur. He does to find that Yagvendra Singh and his family now want to have nothing more to do with him. Sahiba's father wants her to start a new life with Rai Bahadur's son but at the engagement ceremony, Sahiba recognizes him as the murderer she had fled from in the city. She tries to warn her father about his friend and her fiancé but Yagvendra is deaf to all her pleas. However, his younger brother Raunak sides with Karan and tries to prevent the marriage from taking place. But Sahiba believing all is lost, consumes poison before her Romeo can reach her."
12104,12104, Female Prisoner Scorpion: #701's Grudge Song,1973,6.3,1.6K,"Once again on the lam, Matsu is helped by a strip club worker who holds a grudge against the detective who's trying to find her."
12105,12105, Upper Egyptian in the American University,1998,7.0,2.8K,"It's a story about Khalaf Al Dahshori a young man from a small village in Upper Egypt (Sa'ed). Who gets a scholarship to the American University in Cairo, after getting the 2nd highest grade in the country. He is now living this new Americanized lifestyle, and beginning to forget about his roots trying to fit in."
